restaurant_name,original_location,awards,top_tags,price_level,cuisines,vegan_options,gluten_free,open_days_per_week,avg_rating,total_reviews_count,excellent,food,service,atmosphere
La Creperia,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vic""]","Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, European, Vegetarian Friendly, Vegan Options",€€-€€€,European,Y,Y,6.0,4.5,110,6,4.5,4.0,4.0
El Barecu,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vic""]",Certificate of Excellence 2018,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European, Fusion",Y,N,5.0,4.0,103,6,4.0,4.0,4.0
Restaurant L'Ona Vic,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vic""]","Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",N,N,6.0,4.5,102,1,4.0,4.5,
La Flama,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vic""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017","Mid-range, Italian, Pizza, Mediterranean",€€-€€€,"Italian, Pizza, Mediterranean, European",Y,Y,,4.5,257,10,4.5,4.5,
Barmutet,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vic""]","Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Simple restaurant","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",N,N,,4.0,172,12,4.0,4.0,
Vicfood,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vic""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, International, Mediterranean, European",€€-€€€,"International, European, Contemporary, Fusion, Gastropub, Mediterranean, Spanish",Y,Y,6.0,4.5,334,24,4.5,4.5,
Guga,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Certificate of Excellence 2019, Certificate of Excellence 2018","Mid-range, Italian, Pizza, Mediterranean",€€-€€€,"Italian, Pizza, Mediterranean, European",Y,Y,,4.0,126,2,4.0,4.0,
La vinya del Mar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018","Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,"Mediterranean, Spanish",N,Y,6.0,4.5,101,2,4.5,4.5,
La Fabrica,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2013","Mid-range, Italian, Japanese, Mediterranean",€€-€€€,"Italian, Japanese, Mediterranean, Sushi, European, Spanish, Asian, Catalan",Y,Y,6.0,4.0,561,16,4.0,4.0,4.0
Platets per picar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2015","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,Y,6.0,4.0,224,12,4.0,4.0,4.0
El Cigro d'Or,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,7.0,4.0,367,29,4.5,4.5,4.5
Centric Gastro-Bar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Travellers' Choice, Certificate of Excellence 2020","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Diner, Catalan",Y,Y,6.0,4.0,261,15,4.0,4.5,4.0
Cal Ton,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Comfortable restaurant","Fine Dining, Mediterranean, European, Spanish",€€€€,"Spanish, Mediterranean, European",Y,N,6.0,4.5,309,41,4.5,4.5,4.0
Casa Joan,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Fine Dining, Mediterranean, European, Vegetarian Friendly",€€€€,"Mediterranean, European",N,Y,7.0,4.5,138,5,4.5,4.0,4.0
La Llar de la Vila,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]",,"Mid-range, Italian, Pizza, Vegetarian Friendly",€€-€€€,"Italian, Pizza",N,N,7.0,3.5,149,3,4.0,3.5,3.0
En Rima Culinary Space,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Fine Dining, Mediterranean, European, Spanish",€€€€,"Spanish, Mediterranean, European",N,Y,6.0,4.5,282,26,4.5,4.5,4.5
7 de Nit,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2015","Mid-range, Italian, Pizza, Mediterranean",€€-€€€,"Italian, Pizza, Mediterranean, Spanish",N,N,7.0,4.0,151,2,4.0,3.5,4.0
Restaurant Pizzeria Tresviso,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Italian, Pizza, European",€€-€€€,"Italian, Pizza, European",N,Y,,4.5,167,1,4.5,4.5,4.0
"Restaurante ""La Martina""","[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Steakhouse, Latin, Barbecue",€€-€€€,"Steakhouse, Latin, Argentinian, Barbecue",N,Y,6.0,4.5,237,8,4.5,4.5,4.0
Can Belles,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Spanish, Mediterranean, European",Y,Y,6.0,4.0,128,0,4.0,4.0,3.5
Pizzeria Cal Turbo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Certificate of Excellence 2017, Certificate of Excellence 2016","Cheap Eats, Italian, Pizza, European",€,"Italian, Pizza, European",N,N,7.0,4.0,132,2,4.0,4.0,3.0
El Convent,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,Y,5.0,4.5,167,10,4.5,4.0,4.5
La Barraca Del Delta,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilafranca del Penedes""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Seafood, Mediterranean, Spanish",€€-€€€,"Seafood, Mediterranean, Spanish",N,Y,6.0,4.0,109,2,4.5,4.5,
La Niña Santa,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilassar de Mar""]",,"Mid-range, Mexican, Latin, South American",€€-€€€,"Mexican, Latin, South American, Central American",N,N,6.0,3.5,104,3,3.5,3.5,
Cal tito,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilassar de Mar""]",Certificate of Excellence 2018,"Mid-range, Seafood, Mediterranean, Spanish",€€-€€€,"Seafood, Mediterranean, Spanish",N,N,6.0,3.5,266,5,4.0,3.0,3.5
El Terral,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilassar de Mar""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,Y,6.0,4.0,177,5,4.5,4.0,3.5
nami,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilassar de Mar""]","Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Japanese, Sushi, Vegetarian Friendly",€€-€€€,"Japanese, Sushi",N,N,6.0,4.0,103,3,4.5,4.5,4.5
Atlantida,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilassar de Mar""]",,"Mid-range, Italian, International, Mediterranean",€€-€€€,"Italian, Mediterranean, European, Spanish, International",Y,Y,7.0,3.5,357,3,3.5,4.0,3.5
Espinaler,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilassar de Mar""]",Certificate of Excellence 2015,"Mid-range, Mediterranean, Spanish, Gluten Free Options",€€-€€€,"Mediterranean, Spanish",N,Y,7.0,4.0,507,9,4.0,3.5,4.0
Restaurant Palomares,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilassar de Mar""]",,"Mid-range, Seafood, Mediterranean, European",€€-€€€,"Seafood, Mediterranean, European, Spanish, Catalan",N,N,6.0,3.5,458,6,3.5,4.0,3.5
Can Pa Amb Tomaquet,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilassar de Mar""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,"Mediterranean, Spanish",N,Y,6.0,4.5,160,6,4.5,4.5,4.5
Can França,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilassar de Mar""]","Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, Spanish",€€-€€€,"Mediterranean, Spanish",N,N,5.0,4.0,105,1,4.0,4.0,
Restaurant Botavara Vilassar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilassar de Mar""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",Y,Y,6.0,4.5,118,2,4.5,4.5,4.5
Bar Zamora Can Matias,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Vilassar de Mar""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Cheap Eats, Mediterranean, Spanish, Vegetarian Friendly",€,"Mediterranean, Spanish",N,N,6.0,4.5,117,1,4.5,4.5,
Castell de Guanta,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sentmenat""]","Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Barbecue, Spanish, Vegetarian Friendly",€€-€€€,"Spanish, Barbecue",Y,Y,3.0,4.0,102,53,4.5,4.5,
el celler d'argentona,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Argentona""]","Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",N,Y,6.0,4.0,112,1,4.0,4.0,4.5
La Nova Fonda,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Argentona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, Contemporary, Healthy",€€-€€€,"Mediterranean, Contemporary, Healthy, Japanese Fusion",Y,Y,7.0,4.5,150,86,4.0,4.5,4.0
Restaurant Santa Marta,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrera de Mar""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,6.0,4.0,253,7,4.0,4.0,4.5
Restaurant Cals Frares,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrera de Mar""]",,"Mid-range, Steakhouse, Mediterranean, Barbecue",€€-€€€,"Steakhouse, Mediterranean, Barbecue, Spanish",N,Y,7.0,3.0,228,0,3.5,3.0,3.0
Cal Tito,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrera de Mar""]","Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Simple restaurant","Mid-range, Seafood, Mediterranean, Spanish",€€-€€€,"Seafood, Mediterranean, Spanish",N,N,,3.5,142,1,4.0,3.0,4.0
Bruma Beach Lounge Bar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrera de Mar""]",,"Mid-range, Mediterranean, Spanish",€€-€€€,"Mediterranean, Spanish",N,N,7.0,3.0,164,8,4.0,3.5,
Vaive Xiringuito,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cabrera de Mar""]",,"Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,"Mediterranean, Spanish",N,Y,7.0,3.5,194,4,4.0,3.5,
Restaurant Can Rafel,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cervello""]","Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Comfortable restaurant","Fine Dining, Mediterranean, European, Spanish",€€€€,"Mediterranean, Spanish, European",N,N,1.0,4.5,117,7,4.5,4.5,4.5
Masia Can Guitart,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cervello""]",Certificate of Excellence 2016,"Mid-range, Mediterranean, Barbecue, Spanish",€€-€€€,"Mediterranean, Barbecue, Spanish, Catalan",N,N,5.0,3.5,165,46,3.5,3.5,3.5
Can Biel Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Llinars del Valles""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, Spanish, Contemporary",€€-€€€,"Mediterranean, Spanish, Contemporary",Y,Y,6.0,4.0,199,101,4.0,4.0,4.5
La Mola,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Matadepera""]",,"Mid-range, Mediterranean, Barbecue, Spanish",€€-€€€,"Mediterranean, Barbecue, Spanish, Catalan, Healthy",Y,N,7.0,3.5,155,4,4.0,3.5,4.0
Can Vinyers,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Matadepera""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Contemporary, Catalan",Y,N,6.0,4.0,154,7,4.5,4.5,4.5
El Celler de Matadepera,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Matadepera""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, Catalan, European, Contemporary",Y,Y,6.0,4.0,189,5,4.5,4.5,4.5
Cal Blay Vinticinc,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Contemporary, Fusion",N,Y,6.0,4.0,306,20,4.0,4.0,4.0
Hatsukoi by El Centre,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018","Mid-range, Mediterranean, Healthy, Japanese Fusion",€€-€€€,"Mediterranean, Healthy, Japanese Fusion",Y,Y,5.0,4.5,209,9,5.0,4.5,
Il Picarolo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]","Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2014","Mid-range, Italian, Pizza, Mediterranean",€€-€€€,"Italian, Pizza, Mediterranean, European, Spanish",Y,Y,7.0,4.0,342,9,4.0,4.0,3.5
La Cava D'en Sergi,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]","Travellers' Choice, Michelin 2021 for Bib Gourmand: good quality, good value cooking, Michelin 2021 for Comfortable restaurant","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,6.0,4.5,257,11,4.5,4.0,4.0
Restaurant - Botiga Ticus,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, Catalan, European",N,Y,5.0,4.5,406,48,4.5,4.5,4.0
Ambrasa,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Steakhouse, Mediterranean, European",€€-€€€,"Steakhouse, Mediterranean, Spanish, European",Y,Y,3.0,4.5,187,7,4.5,4.5,4.5
Restaurant La Perla,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]","Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, Spanish, European",N,N,6.0,4.0,171,9,4.0,4.0,4.0
Canals & Munne,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Sadurni d'Anoia""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Steakhouse, Mediterranean, European",€€-€€€,"Steakhouse, Mediterranean, European, Spanish, Catalan",N,Y,2.0,4.5,701,7,4.0,4.0,4.0
